,subfamily,sum,cat
pseudobulk_28,NR/1:nuclearreceptor,0.054123417241498495,immune
pseudobulk_29,NR/1:nuclearreceptor,0.0603088941425082,immune
pseudobulk_30,NR/1:nuclearreceptor,0.056783428182825106,immune
pseudobulk_31,NR/1:nuclearreceptor,0.041741063818335304,immune
pseudobulk_32,NR/1:nuclearreceptor,0.0484604995581319,immune
pseudobulk_33,NR/1:nuclearreceptor,0.0557581613538783,immune
pseudobulk_34,NR/1:nuclearreceptor,0.048318489338270904,immune
pseudobulk_35,NR/1:nuclearreceptor,0.0556815924355756,immune
pseudobulk_36,NR/1:nuclearreceptor,0.0603906890610229,immune
pseudobulk_37,NR/1:nuclearreceptor,0.0565577414818106,immune
pseudobulk_38,NR/1:nuclearreceptor,0.0470167064922859,immune
pseudobulk_39,NR/1:nuclearreceptor,0.05696106259711051,immune
pseudobulk_40,NR/1:nuclearreceptor,0.0441362415440377,immune
pseudobulk_41,NR/1:nuclearreceptor,0.045333881222177,immune
pseudobulk_42,NR/1:nuclearreceptor,0.0602264499757436,immune
pseudobulk_43,NR/1:nuclearreceptor,0.0443611691007389,immune
pseudobulk_44,NR/1:nuclearreceptor,0.05275890161283289,immune
pseudobulk_45,NR/1:nuclearreceptor,0.0591311979806047,immune
pseudobulk_46,NR/1:nuclearreceptor,0.0498810709686948,immune
pseudobulk_47,NR/1:nuclearreceptor,0.0568327913060782,immune
pseudobulk_48,NR/1:nuclearreceptor,0.055965809151529995,immune
pseudobulk_49,NR/1:nuclearreceptor,0.0600981304887679,immune
pseudobulk_50,NR/1:nuclearreceptor,0.06266883772332191,immune
pseudobulk_51,NR/1:nuclearreceptor,0.0592801824677734,immune
pseudobulk_52,NR/1:nuclearreceptor,0.057061399566009204,immune
pseudobulk_53,NR/1:nuclearreceptor,0.0581947665195908,immune
pseudobulk_54,NR/1:nuclearreceptor,0.061395560158416296,immune
pseudobulk_55,NR/1:nuclearreceptor,0.0534036502940578,immune
pseudobulk_56,NR/1:nuclearreceptor,0.054125828435644195,immune
pseudobulk_57,NR/1:nuclearreceptor,0.0461510578170415,immune
pseudobulk_58,NR/1:nuclearreceptor,0.038797649089246704,immune
pseudobulk_59,NR/1:nuclearreceptor,0.0599302775226531,immune
pseudobulk_60,NR/1:nuclearreceptor,0.0543758175335822,immune
pseudobulk_61,NR/1:nuclearreceptor,0.026582036836771,immune
pseudobulk_62,NR/1:nuclearreceptor,0.0494380707386878,immune
pseudobulk_63,NR/1:nuclearreceptor,0.0380747948656786,immune
pseudobulk_64,NR/1:nuclearreceptor,0.0381214621593241,immune
pseudobulk_65,NR/1:nuclearreceptor,0.0575212634867054,immune
pseudobulk_66,NR/1:nuclearreceptor,0.0551117548020554,immune
pseudobulk_67,NR/1:nuclearreceptor,0.0472754582297054,immune
pseudobulk_68,NR/1:nuclearreceptor,0.0439155831700188,immune
pseudobulk_69,NR/1:nuclearreceptor,0.0505381777184081,immune
pseudobulk_70,NR/1:nuclearreceptor,0.058965653297491004,immune
pseudobulk_71,NR/1:nuclearreceptor,0.0435315163340417,immune
pseudobulk_72,NR/1:nuclearreceptor,0.0457660531392317,immune
pseudobulk_73,NR/1:nuclearreceptor,0.0532246830407529,immune
pseudobulk_74,NR/1:nuclearreceptor,0.046602922666352097,immune
pseudobulk_75,NR/1:nuclearreceptor,0.04459726181812561,immune
pseudobulk_76,NR/1:nuclearreceptor,0.043119910988025006,immune
pseudobulk_77,NR/1:nuclearreceptor,0.0474273263243954,immune
pseudobulk_78,NR/1:nuclearreceptor,0.0448074880987402,immune
pseudobulk_79,NR/1:nuclearreceptor,0.0492479393724349,immune
pseudobulk_80,NR/1:nuclearreceptor,0.05253913591150159,immune
pseudobulk_81,NR/1:nuclearreceptor,0.047100085415877097,immune
pseudobulk_82,NR/1:nuclearreceptor,0.043701949878595395,immune
pseudobulk_83,NR/1:nuclearreceptor,0.056341541348956296,immune
pseudobulk_84,NR/1:nuclearreceptor,0.0455002456437793,immune
pseudobulk_85,NR/1:nuclearreceptor,0.044471781235188,immune
pseudobulk_86,NR/1:nuclearreceptor,0.0560123354662207,immune
pseudobulk_87,NR/1:nuclearreceptor,0.054915762040763705,immune
pseudobulk_88,NR/1:nuclearreceptor,0.0538151857908813,immune
pseudobulk_89,NR/1:nuclearreceptor,0.0601045327493919,immune
pseudobulk_90,NR/1:nuclearreceptor,0.044323900365270404,immune
pseudobulk_91,NR/1:nuclearreceptor,0.0514273586450141,immune
pseudobulk_92,NR/1:nuclearreceptor,0.0466947550885375,immune
pseudobulk_93,NR/1:nuclearreceptor,0.04755518445745079,immune
pseudobulk_94,NR/1:nuclearreceptor,0.05081659299321439,immune
pseudobulk_95,NR/1:nuclearreceptor,0.0475326038431373,immune
pseudobulk_96,NR/1:nuclearreceptor,0.048609807621687304,immune
pseudobulk_97,NR/1:nuclearreceptor,0.0467843860387799,immune
pseudobulk_98,NR/1:nuclearreceptor,0.049539670115336505,immune
pseudobulk_99,NR/1:nuclearreceptor,0.048326132004148994,immune
pseudobulk_100,NR/1:nuclearreceptor,0.050647248397580905,immune
pseudobulk_101,NR/1:nuclearreceptor,0.050520832766778496,immune
pseudobulk_102,NR/1:nuclearreceptor,0.048593121813609995,immune
pseudobulk_103,NR/1:nuclearreceptor,0.045815696706995195,immune
pseudobulk_104,NR/1:nuclearreceptor,0.0634183954680336,immune
pseudobulk_105,NR/1:nuclearreceptor,0.0539044996257868,immune
pseudobulk_106,NR/1:nuclearreceptor,0.0576103687053543,immune
pseudobulk_107,NR/1:nuclearreceptor,0.0548755805939433,immune
pseudobulk_108,NR/1:nuclearreceptor,0.06046453164890389,immune
pseudobulk_109,NR/1:nuclearreceptor,0.0526489502517504,immune
pseudobulk_110,NR/1:nuclearreceptor,0.0614461166551334,immune
pseudobulk_111,NR/1:nuclearreceptor,0.0403025745181364,immune
pseudobulk_112,NR/1:nuclearreceptor,0.0586555337067691,immune
pseudobulk_113,NR/1:nuclearreceptor,0.029619427572469905,immune
pseudobulk_114,NR/1:nuclearreceptor,0.03671939112246,immune
pseudobulk_115,NR/1:nuclearreceptor,0.0388161388691512,immune
pseudobulk_116,NR/1:nuclearreceptor,0.052910776925273004,immune
pseudobulk_117,NR/1:nuclearreceptor,0.0553209572099147,immune
pseudobulk_118,NR/1:nuclearreceptor,0.0574239343404766,immune
pseudobulk_119,NR/1:nuclearreceptor,0.057930084469262205,immune
pseudobulk_120,NR/1:nuclearreceptor,0.048766957712359504,immune
pseudobulk_121,NR/1:nuclearreceptor,0.0431969700148327,immune
pseudobulk_122,NR/1:nuclearreceptor,0.0494170899037268,immune
pseudobulk_123,NR/1:nuclearreceptor,0.0571273341774938,immune
pseudobulk_124,NR/1:nuclearreceptor,0.062359512550756,immune
pseudobulk_125,NR/1:nuclearreceptor,0.0641937926411626,immune
pseudobulk_126,NR/1:nuclearreceptor,0.0381238978006874,immune
pseudobulk_127,NR/1:nuclearreceptor,0.0561398528516289,immune
pseudobulk_128,NR/1:nuclearreceptor,0.0594741926761342,immune
pseudobulk_129,NR/1:nuclearreceptor,0.056531860376707696,immune
pseudobulk_130,NR/1:nuclearreceptor,0.0568010249407959,immune
pseudobulk_131,NR/1:nuclearreceptor,0.055155594018287596,immune
pseudobulk_132,NR/1:nuclearreceptor,0.044079394312575196,immune
pseudobulk_133,NR/1:nuclearreceptor,0.049350304529070604,immune
pseudobulk_134,NR/1:nuclearreceptor,0.044933159137144296,immune
pseudobulk_135,NR/1:nuclearreceptor,0.0648339847102758,immune
pseudobulk_136,NR/1:nuclearreceptor,0.0548913079546761,immune
pseudobulk_137,NR/1:nuclearreceptor,0.051812980673275395,immune
pseudobulk_138,NR/1:nuclearreceptor,0.0466620280058121,immune
pseudobulk_139,NR/1:nuclearreceptor,0.0518616297049445,immune
pseudobulk_140,NR/1:nuclearreceptor,0.0569769783178341,immune
pseudobulk_141,NR/1:nuclearreceptor,0.0503738996339958,immune
pseudobulk_142,NR/1:nuclearreceptor,0.05047429248224909,immune
pseudobulk_143,NR/1:nuclearreceptor,0.0466583003289994,immune
pseudobulk_144,NR/1:nuclearreceptor,0.0529127898626027,immune
pseudobulk_145,NR/1:nuclearreceptor,0.048458919161930396,immune
pseudobulk_146,NR/1:nuclearreceptor,0.052248800406232095,immune
pseudobulk_147,NR/1:nuclearreceptor,0.0579064530320464,immune
pseudobulk_148,NR/1:nuclearreceptor,0.0555358885321762,immune
pseudobulk_149,NR/1:nuclearreceptor,0.065101620275527,immune
pseudobulk_150,NR/1:nuclearreceptor,0.0589445466175672,immune
pseudobulk_151,NR/1:nuclearreceptor,0.050776002462952996,immune
pseudobulk_152,NR/1:nuclearreceptor,0.0588411547942083,immune
pseudobulk_153,NR/1:nuclearreceptor,0.057649209047667294,immune
pseudobulk_154,NR/1:nuclearreceptor,0.0391856200294566,immune
pseudobulk_155,NR/1:nuclearreceptor,0.0488021275377829,immune
pseudobulk_156,NR/1:nuclearreceptor,0.0485395048744973,immune
pseudobulk_157,NR/1:nuclearreceptor,0.0484340183902529,immune
pseudobulk_158,NR/1:nuclearreceptor,0.0490619781776329,immune
pseudobulk_159,NR/1:nuclearreceptor,0.0498380145872941,immune
pseudobulk_160,NR/1:nuclearreceptor,0.0520596356363964,endothelial
pseudobulk_161,NR/1:nuclearreceptor,0.049163810559548105,endothelial
pseudobulk_162,NR/1:nuclearreceptor,0.0307268521282818,epithelial
pseudobulk_163,NR/1:nuclearreceptor,0.0597968593938273,connective
pseudobulk_164,NR/1:nuclearreceptor,0.0653726404998449,connective
pseudobulk_165,NR/1:nuclearreceptor,0.0477213661652055,connective
pseudobulk_166,NR/1:nuclearreceptor,0.0530463922768829,muscle
pseudobulk_167,NR/1:nuclearreceptor,0.0458179158158599,muscle
pseudobulk_168,NR/1:nuclearreceptor,0.0511259837076065,connective
pseudobulk_169,NR/1:nuclearreceptor,0.0503962596412745,muscle
pseudobulk_170,NR/1:nuclearreceptor,0.058852485031820403,connective
pseudobulk_171,NR/1:nuclearreceptor,0.057124362792819496,connective
pseudobulk_172,NR/1:nuclearreceptor,0.051745086209848294,epithelial
pseudobulk_173,NR/1:nuclearreceptor,0.0629271370125932,connective
pseudobulk_174,NR/1:nuclearreceptor,0.056800128892063796,connective
pseudobulk_175,NR/1:nuclearreceptor,0.054589318460784395,connective
pseudobulk_176,NR/1:nuclearreceptor,0.0475753642385823,connective
pseudobulk_177,NR/1:nuclearreceptor,0.0498739256872793,connective
pseudobulk_178,NR/1:nuclearreceptor,0.056353300577029294,connective
pseudobulk_179,NR/1:nuclearreceptor,0.05273275589570371,epithelial
pseudobulk_180,NR/1:nuclearreceptor,0.0565098604420196,connective
pseudobulk_181,NR/1:nuclearreceptor,0.0508302076486869,epithelial
pseudobulk_182,NR/1:nuclearreceptor,0.053824723698198504,connective
pseudobulk_183,NR/1:nuclearreceptor,0.052984660142101105,connective
pseudobulk_184,NR/1:nuclearreceptor,0.054050622973590895,connective
pseudobulk_185,NR/1:nuclearreceptor,0.056316412286832596,connective
pseudobulk_186,NR/1:nuclearreceptor,0.0519152824999763,connective
pseudobulk_187,NR/1:nuclearreceptor,0.0525417247554284,connective
pseudobulk_188,NR/1:nuclearreceptor,0.0534511113073673,connective
pseudobulk_189,NR/1:nuclearreceptor,0.0537023334763942,connective
pseudobulk_190,NR/1:nuclearreceptor,0.055556746199726795,connective
pseudobulk_191,NR/1:nuclearreceptor,0.059273997088894,connective
pseudobulk_192,NR/1:nuclearreceptor,0.0550527622690421,connective
pseudobulk_193,NR/1:nuclearreceptor,0.058047826052643005,connective
pseudobulk_194,NR/1:nuclearreceptor,0.049517958192154404,immune
pseudobulk_195,NR/1:nuclearreceptor,0.0471936318790537,immune
pseudobulk_196,NR/1:nuclearreceptor,0.0479678096016867,immune
pseudobulk_197,NR/1:nuclearreceptor,0.0597751524765042,immune
pseudobulk_198,NR/1:nuclearreceptor,0.0432659589569082,immune
pseudobulk_199,NR/1:nuclearreceptor,0.0483952956274149,immune
pseudobulk_200,NR/1:nuclearreceptor,0.049170724814757406,immune
pseudobulk_201,NR/1:nuclearreceptor,0.0470070150913669,immune
pseudobulk_202,NR/1:nuclearreceptor,0.047539082355797,immune
pseudobulk_203,NR/1:nuclearreceptor,0.0450669052079317,immune
pseudobulk_204,NR/1:nuclearreceptor,0.0496985012432557,immune
pseudobulk_205,NR/1:nuclearreceptor,0.04715967760421311,immune
pseudobulk_206,NR/1:nuclearreceptor,0.0433903688099231,immune
pseudobulk_207,NR/1:nuclearreceptor,0.0506602185778316,immune
pseudobulk_208,NR/1:nuclearreceptor,0.0497331059304995,immune
pseudobulk_209,NR/1:nuclearreceptor,0.0525218233233315,immune
pseudobulk_210,NR/1:nuclearreceptor,0.0525502309901636,immune
pseudobulk_211,NR/1:nuclearreceptor,0.053053544252179195,immune
pseudobulk_212,NR/1:nuclearreceptor,0.046347033290657896,immune
pseudobulk_213,NR/1:nuclearreceptor,0.0542814340442417,immune
pseudobulk_214,NR/1:nuclearreceptor,0.048269173596054,immune
pseudobulk_215,NR/1:nuclearreceptor,0.048984210821799705,immune
pseudobulk_216,NR/1:nuclearreceptor,0.049205723684280805,immune
pseudobulk_217,NR/1:nuclearreceptor,0.0489947403548283,immune
pseudobulk_218,NR/1:nuclearreceptor,0.0587046274449674,epithelial
pseudobulk_219,NR/1:nuclearreceptor,0.0611504891421642,epithelial
pseudobulk_220,NR/1:nuclearreceptor,0.060623521450906694,epithelial
pseudobulk_221,NR/1:nuclearreceptor,0.0592145170085131,epithelial
pseudobulk_222,NR/1:nuclearreceptor,0.06297970912419219,epithelial
pseudobulk_223,NR/1:nuclearreceptor,0.06409792671911389,epithelial
pseudobulk_224,NR/1:nuclearreceptor,0.0673033570637924,epithelial
pseudobulk_225,NR/1:nuclearreceptor,0.0541433860780669,epithelial
pseudobulk_226,NR/1:nuclearreceptor,0.05718343693297331,epithelial
pseudobulk_227,NR/1:nuclearreceptor,0.0611639783019197,epithelial
pseudobulk_228,NR/1:nuclearreceptor,0.057735499693080505,epithelial
pseudobulk_229,NR/1:nuclearreceptor,0.062263309024274106,epithelial
pseudobulk_230,NR/1:nuclearreceptor,0.0572757761692625,epithelial
pseudobulk_231,NR/1:nuclearreceptor,0.0649102943716568,epithelial
pseudobulk_232,NR/1:nuclearreceptor,0.06496217788662731,epithelial
pseudobulk_233,NR/1:nuclearreceptor,0.0599780878983435,epithelial
pseudobulk_234,NR/1:nuclearreceptor,0.0652804498095061,epithelial
pseudobulk_235,NR/1:nuclearreceptor,0.042836031876504005,epithelial
pseudobulk_236,NR/1:nuclearreceptor,0.0630372724262995,epithelial
pseudobulk_237,NR/1:nuclearreceptor,0.0675061765359712,epithelial
pseudobulk_238,NR/1:nuclearreceptor,0.060295360628515204,epithelial
pseudobulk_239,NR/1:nuclearreceptor,0.0604055318981406,epithelial
pseudobulk_240,NR/1:nuclearreceptor,0.0581837560748678,epithelial
pseudobulk_241,NR/1:nuclearreceptor,0.0682410942390558,epithelial
pseudobulk_242,NR/1:nuclearreceptor,0.062178403371944704,epithelial
pseudobulk_243,NR/1:nuclearreceptor,0.0633495269576085,epithelial
pseudobulk_244,NR/1:nuclearreceptor,0.0642115256050599,epithelial
pseudobulk_245,NR/1:nuclearreceptor,0.0548300207592544,epithelial
pseudobulk_246,NR/1:nuclearreceptor,0.0622648563003164,epithelial
pseudobulk_247,NR/1:nuclearreceptor,0.0585070885717866,epithelial
pseudobulk_248,NR/1:nuclearreceptor,0.0604037992889059,epithelial
pseudobulk_249,NR/1:nuclearreceptor,0.061711010523140104,epithelial
pseudobulk_250,NR/1:nuclearreceptor,0.056870593340135805,epithelial
pseudobulk_251,NR/1:nuclearreceptor,0.0566832639742639,epithelial
pseudobulk_252,NR/1:nuclearreceptor,0.059639520943164506,epithelial
pseudobulk_253,NR/1:nuclearreceptor,0.0511558419093488,macroglial
pseudobulk_254,NR/1:nuclearreceptor,0.0550189975183454,macroglial
pseudobulk_255,NR/1:nuclearreceptor,0.06104212196078109,endothelial
pseudobulk_256,NR/1:nuclearreceptor,0.056671070633455896,macroglial
pseudobulk_257,NR/1:nuclearreceptor,0.0535326558165249,connective
pseudobulk_258,NR/1:nuclearreceptor,0.0537762807216493,macroglial
pseudobulk_259,NR/1:nuclearreceptor,0.0534974635811521,macroglial
pseudobulk_260,NR/1:nuclearreceptor,0.0577803663909432,macroglial
pseudobulk_261,NR/1:nuclearreceptor,0.05995420285034891,macroglial
pseudobulk_262,NR/1:nuclearreceptor,0.053961001685820305,macroglial
pseudobulk_263,NR/1:nuclearreceptor,0.06207008601631941,pericyte
pseudobulk_264,NR/1:nuclearreceptor,0.0538616760168222,macroglial
pseudobulk_265,NR/1:nuclearreceptor,0.0613949919352305,endothelial
pseudobulk_266,NR/1:nuclearreceptor,0.05951307551003959,pericyte
pseudobulk_267,NR/1:nuclearreceptor,0.0491656757658344,macroglial
pseudobulk_268,NR/1:nuclearreceptor,0.0596667986828832,endothelial
pseudobulk_269,NR/1:nuclearreceptor,0.059933295473456,endothelial
pseudobulk_270,NR/1:nuclearreceptor,0.0543897915049453,connective
pseudobulk_271,NR/1:nuclearreceptor,0.0561341131106017,macroglial
pseudobulk_272,NR/1:nuclearreceptor,0.0536896889097985,macroglial
pseudobulk_273,NR/1:nuclearreceptor,0.0639255740679797,endothelial
pseudobulk_274,NR/1:nuclearreceptor,0.043080846429802096,macroglial
pseudobulk_275,NR/1:nuclearreceptor,0.0432535451254804,neuronal
pseudobulk_276,NR/1:nuclearreceptor,0.05320232943631681,macroglial
pseudobulk_277,NR/1:nuclearreceptor,0.053275031619705,macroglial
pseudobulk_278,NR/1:nuclearreceptor,0.052618794143199595,macroglial
pseudobulk_279,NR/1:nuclearreceptor,0.058497032616287296,macroglial
pseudobulk_280,NR/1:nuclearreceptor,0.0498107261955735,endothelial
pseudobulk_281,NR/1:nuclearreceptor,0.0531880629132498,macroglial
pseudobulk_282,NR/1:nuclearreceptor,0.056280958699062106,macroglial
pseudobulk_283,NR/1:nuclearreceptor,0.0335594047792253,macroglial
pseudobulk_284,NR/1:nuclearreceptor,0.046456075040623296,neuronal
pseudobulk_285,NR/1:nuclearreceptor,0.0437657776637932,macroglial
pseudobulk_286,NR/1:nuclearreceptor,0.0507376357563768,neuronal
pseudobulk_287,NR/1:nuclearreceptor,0.0492251394316552,macroglial
pseudobulk_288,NR/1:nuclearreceptor,0.043067173508461405,macroglial
pseudobulk_289,NR/1:nuclearreceptor,0.0532144311582667,neuronal
pseudobulk_290,NR/1:nuclearreceptor,0.050819532596505894,endothelial
pseudobulk_291,NR/1:nuclearreceptor,0.052362926711793704,neuronal
pseudobulk_292,NR/1:nuclearreceptor,0.056780886952764995,macroglial
pseudobulk_293,NR/1:nuclearreceptor,0.0498554186196995,neuronal
pseudobulk_294,NR/1:nuclearreceptor,0.0534876539604737,macroglial
pseudobulk_295,NR/1:nuclearreceptor,0.0368250749306749,endothelial
pseudobulk_296,NR/1:nuclearreceptor,0.0499859147239472,endothelial
pseudobulk_297,NR/1:nuclearreceptor,0.040991359332110504,neuronal
pseudobulk_298,NR/1:nuclearreceptor,0.054694902850314704,macroglial
pseudobulk_299,NR/1:nuclearreceptor,0.051846540649421305,macroglial
pseudobulk_300,NR/1:nuclearreceptor,0.046615016122814004,macroglial
pseudobulk_301,NR/1:nuclearreceptor,0.05087667197221871,pericyte
pseudobulk_302,NR/1:nuclearreceptor,0.0439355373382565,endothelial
pseudobulk_303,NR/1:nuclearreceptor,0.0444636484608051,macroglial
pseudobulk_304,NR/1:nuclearreceptor,0.0359974394377784,macroglial
pseudobulk_305,NR/1:nuclearreceptor,0.044312463374808195,endothelial
pseudobulk_306,NR/1:nuclearreceptor,0.050369304954074,macroglial
pseudobulk_307,NR/1:nuclearreceptor,0.0347038799664003,macroglial
pseudobulk_308,NR/1:nuclearreceptor,0.05764818075112971,endothelial
pseudobulk_309,NR/1:nuclearreceptor,0.0600104179466141,macroglial
pseudobulk_310,NR/1:nuclearreceptor,0.0504354693694038,macroglial
pseudobulk_311,NR/1:nuclearreceptor,0.0497512008296323,macroglial
pseudobulk_312,NR/1:nuclearreceptor,0.0500880224863065,macroglial
pseudobulk_313,NR/1:nuclearreceptor,0.053511166013777006,macroglial
pseudobulk_314,NR/1:nuclearreceptor,0.046893728023860305,endothelial
pseudobulk_315,NR/1:nuclearreceptor,0.0627244348870588,connective
pseudobulk_316,NR/1:nuclearreceptor,0.0617958559887481,immune
pseudobulk_317,NR/1:nuclearreceptor,0.05096521298401029,endothelial
pseudobulk_318,NR/1:nuclearreceptor,0.0323693586396982,immune
pseudobulk_319,NR/1:nuclearreceptor,0.054473123105708204,immune
pseudobulk_320,NR/1:nuclearreceptor,0.0481484259362328,immune
pseudobulk_321,NR/1:nuclearreceptor,0.0548508848296476,endothelial
pseudobulk_322,NR/1:nuclearreceptor,0.06001771439332489,immune
pseudobulk_323,NR/1:nuclearreceptor,0.0589633592753669,immune
pseudobulk_324,NR/1:nuclearreceptor,0.0529680209583599,immune
pseudobulk_325,NR/1:nuclearreceptor,0.0621365094557401,connective
pseudobulk_326,NR/1:nuclearreceptor,0.0426755122607571,immune
pseudobulk_327,NR/1:nuclearreceptor,0.06567528424784509,connective
pseudobulk_328,NR/1:nuclearreceptor,0.0560134586412456,connective
pseudobulk_329,NR/1:nuclearreceptor,0.0601928879041222,immune
pseudobulk_330,NR/1:nuclearreceptor,0.051559407263994,immune
pseudobulk_331,NR/1:nuclearreceptor,0.05145772913238,immune
pseudobulk_332,NR/1:nuclearreceptor,0.0391267532831987,connective
pseudobulk_333,NR/1:nuclearreceptor,0.0575225179200057,immune
pseudobulk_334,NR/1:nuclearreceptor,0.05294935463462,immune
pseudobulk_335,NR/1:nuclearreceptor,0.0324958096025509,immune
pseudobulk_336,NR/1:nuclearreceptor,0.0373941764701156,immune
pseudobulk_337,NR/1:nuclearreceptor,0.0495295046130192,endothelial
pseudobulk_338,NR/1:nuclearreceptor,0.0604808799689632,connective
pseudobulk_339,NR/1:nuclearreceptor,0.0490750772878525,immune
pseudobulk_340,NR/1:nuclearreceptor,0.050339810317382,endothelial
pseudobulk_341,NR/1:nuclearreceptor,0.0497991770971563,immune
pseudobulk_342,NR/1:nuclearreceptor,0.0642672261456025,connective
pseudobulk_343,NR/1:nuclearreceptor,0.06564562162384369,connective
pseudobulk_344,NR/1:nuclearreceptor,0.0645365278469396,connective
pseudobulk_345,NR/1:nuclearreceptor,0.0447641129721884,immune
pseudobulk_346,NR/1:nuclearreceptor,0.0425493507063945,immune
pseudobulk_347,NR/1:nuclearreceptor,0.041937809961381904,immune
pseudobulk_348,NR/1:nuclearreceptor,0.0400529495091175,immune
pseudobulk_349,NR/1:nuclearreceptor,0.0405848004156721,immune
pseudobulk_350,NR/1:nuclearreceptor,0.045718987938016396,immune
pseudobulk_351,NR/1:nuclearreceptor,0.0415004384703932,endothelial
pseudobulk_352,NR/1:nuclearreceptor,0.0528721321607005,immune
pseudobulk_353,NR/1:nuclearreceptor,0.0626285061007362,connective
pseudobulk_354,NR/1:nuclearreceptor,0.05346206261310701,immune
pseudobulk_355,NR/1:nuclearreceptor,0.0553804012015459,immune
pseudobulk_356,NR/1:nuclearreceptor,0.0273107743414581,immune
pseudobulk_357,NR/1:nuclearreceptor,0.058684493356849596,connective
pseudobulk_358,NR/1:nuclearreceptor,0.048857824760488895,endothelial
pseudobulk_359,NR/1:nuclearreceptor,0.05433734081452691,immune
pseudobulk_360,NR/1:nuclearreceptor,0.050529418280347994,immune
pseudobulk_361,NR/1:nuclearreceptor,0.0497812383109701,immune
pseudobulk_362,NR/1:nuclearreceptor,0.058811543742194404,connective
pseudobulk_363,NR/1:nuclearreceptor,0.054810213972814104,immune
pseudobulk_364,NR/1:nuclearreceptor,0.0475675822235641,immune
pseudobulk_365,NR/1:nuclearreceptor,0.0422198611777273,immune
pseudobulk_366,NR/1:nuclearreceptor,0.042031188670079905,immune
pseudobulk_367,NR/1:nuclearreceptor,0.0628974150167775,connective
pseudobulk_368,NR/1:nuclearreceptor,0.053497916669584505,endothelial
pseudobulk_369,NR/1:nuclearreceptor,0.0396780201699581,immune
pseudobulk_370,NR/1:nuclearreceptor,0.0469297160161656,immune
pseudobulk_371,NR/1:nuclearreceptor,0.04532638913951781,endothelial
pseudobulk_372,NR/1:nuclearreceptor,0.0268352817802223,immune
pseudobulk_373,NR/1:nuclearreceptor,0.0405719712143761,immune
pseudobulk_374,NR/1:nuclearreceptor,0.0605793268186968,connective
pseudobulk_375,NR/1:nuclearreceptor,0.0641945664538068,connective
pseudobulk_376,NR/1:nuclearreceptor,0.0504711674875577,immune
pseudobulk_377,NR/1:nuclearreceptor,0.0455371272983027,immune
pseudobulk_378,NR/1:nuclearreceptor,0.0665475298883392,connective
pseudobulk_379,NR/1:nuclearreceptor,0.053280243068002,immune
pseudobulk_380,NR/1:nuclearreceptor,0.0476905895629894,immune
pseudobulk_381,NR/1:nuclearreceptor,0.0513555019279007,immune
pseudobulk_382,NR/1:nuclearreceptor,0.046034022117964694,immune
pseudobulk_383,NR/1:nuclearreceptor,0.06314513261895599,connective
pseudobulk_384,NR/1:nuclearreceptor,0.0608215996762735,connective
pseudobulk_385,NR/1:nuclearreceptor,0.0419715439202261,immune
pseudobulk_386,NR/1:nuclearreceptor,0.0335558818769638,immune
pseudobulk_387,NR/1:nuclearreceptor,0.0554058505804275,connective
pseudobulk_388,NR/1:nuclearreceptor,0.060092968400567506,connective
pseudobulk_389,NR/1:nuclearreceptor,0.055259182117879,connective
pseudobulk_390,NR/1:nuclearreceptor,0.05393938138149639,connective
pseudobulk_391,NR/1:nuclearreceptor,0.0420837435522114,immune
pseudobulk_392,NR/1:nuclearreceptor,0.045431988430209104,immune
