,subfamily,sum,cat
pseudobulk_66,ETS/2:ETS,1.4835131908766883,immune
pseudobulk_67,ETS/2:ETS,1.2113875659415454,immune
pseudobulk_68,ETS/2:ETS,1.1369359473464957,immune
pseudobulk_69,ETS/2:ETS,1.3564106102567115,immune
pseudobulk_70,ETS/2:ETS,1.3797061084769617,immune
pseudobulk_71,ETS/2:ETS,1.136592602357264,immune
pseudobulk_72,ETS/2:ETS,1.2695582353044255,immune
pseudobulk_73,ETS/2:ETS,1.4325445040594742,immune
pseudobulk_74,ETS/2:ETS,1.1837699321331407,immune
pseudobulk_75,ETS/2:ETS,1.1373633656185076,immune
pseudobulk_76,ETS/2:ETS,1.1489757106173735,immune
pseudobulk_77,ETS/2:ETS,1.3042378227692053,immune
pseudobulk_78,ETS/2:ETS,1.2921835682354819,immune
pseudobulk_79,ETS/2:ETS,1.3760482747456946,immune
pseudobulk_80,ETS/2:ETS,1.3543494343757587,immune
pseudobulk_81,ETS/2:ETS,1.19101499789394,immune
pseudobulk_82,ETS/2:ETS,1.160681942361402,immune
pseudobulk_83,ETS/2:ETS,1.3913799470756159,immune
pseudobulk_84,ETS/2:ETS,1.1559217160101931,immune
pseudobulk_85,ETS/2:ETS,1.159838946186933,immune
pseudobulk_86,ETS/2:ETS,1.5008206773782105,immune
pseudobulk_87,ETS/2:ETS,1.3476991429924916,immune
pseudobulk_88,ETS/2:ETS,1.378711070050481,immune
pseudobulk_89,ETS/2:ETS,1.4731472115381574,immune
pseudobulk_90,ETS/2:ETS,1.150769055937412,immune
pseudobulk_91,ETS/2:ETS,1.5330200759344685,immune
pseudobulk_92,ETS/2:ETS,1.4138389773433986,immune
pseudobulk_93,ETS/2:ETS,1.341181016527111,immune
pseudobulk_94,ETS/2:ETS,1.4377057909150557,immune
pseudobulk_95,ETS/2:ETS,1.3633868512697473,immune
pseudobulk_96,ETS/2:ETS,1.5261652354383792,immune
pseudobulk_97,ETS/2:ETS,1.2775092909578185,immune
pseudobulk_98,ETS/2:ETS,1.4024476850754537,immune
pseudobulk_99,ETS/2:ETS,1.4058426655828902,immune
pseudobulk_100,ETS/2:ETS,1.568987932638261,immune
pseudobulk_101,ETS/2:ETS,1.5110238471534054,immune
pseudobulk_102,ETS/2:ETS,1.4517440401250454,immune
pseudobulk_103,ETS/2:ETS,1.2001425772905305,immune
pseudobulk_104,ETS/2:ETS,1.545145701966244,immune
pseudobulk_105,ETS/2:ETS,1.284519986889786,immune
pseudobulk_106,ETS/2:ETS,1.4892415264621335,immune
pseudobulk_107,ETS/2:ETS,1.2932406936888536,immune
pseudobulk_108,ETS/2:ETS,1.4895628121448636,immune
pseudobulk_109,ETS/2:ETS,1.278995707223653,immune
pseudobulk_110,ETS/2:ETS,1.4479831818025513,immune
pseudobulk_111,ETS/2:ETS,1.123878207115917,immune
pseudobulk_112,ETS/2:ETS,1.5430665102321608,immune
pseudobulk_113,ETS/2:ETS,0.8327442294394085,immune
pseudobulk_114,ETS/2:ETS,0.946669810829912,immune
pseudobulk_115,ETS/2:ETS,1.0703300827590239,immune
pseudobulk_116,ETS/2:ETS,1.4150361211504736,immune
pseudobulk_117,ETS/2:ETS,1.552098624524656,immune
pseudobulk_118,ETS/2:ETS,1.5774486174341242,immune
pseudobulk_119,ETS/2:ETS,1.456394659006032,immune
pseudobulk_120,ETS/2:ETS,1.265389889886132,immune
pseudobulk_121,ETS/2:ETS,1.24704684130847,immune
pseudobulk_122,ETS/2:ETS,1.3246112710912665,immune
pseudobulk_123,ETS/2:ETS,1.3457867891993327,immune
pseudobulk_124,ETS/2:ETS,1.5005533954244994,immune
pseudobulk_125,ETS/2:ETS,1.4731659109529525,immune
pseudobulk_126,ETS/2:ETS,0.8713662120280738,immune
pseudobulk_127,ETS/2:ETS,1.326958075369471,immune
pseudobulk_128,ETS/2:ETS,1.3833128891128537,immune
pseudobulk_129,ETS/2:ETS,1.5085865280125244,immune
pseudobulk_130,ETS/2:ETS,1.4142942118924062,immune
pseudobulk_131,ETS/2:ETS,1.4787292409455361,immune
pseudobulk_132,ETS/2:ETS,1.2139284639852073,immune
pseudobulk_133,ETS/2:ETS,1.3621341526741118,immune
pseudobulk_134,ETS/2:ETS,1.3186589874094299,immune
pseudobulk_135,ETS/2:ETS,1.6020701683883045,immune
pseudobulk_136,ETS/2:ETS,1.4469101601280228,immune
pseudobulk_137,ETS/2:ETS,1.4342804163461502,immune
pseudobulk_138,ETS/2:ETS,1.2753074662759856,immune
pseudobulk_139,ETS/2:ETS,1.4749100690241859,immune
pseudobulk_140,ETS/2:ETS,1.5388726777746298,immune
pseudobulk_141,ETS/2:ETS,1.342309672152619,immune
pseudobulk_142,ETS/2:ETS,1.2738671585684598,immune
pseudobulk_143,ETS/2:ETS,1.2538379241595927,immune
pseudobulk_144,ETS/2:ETS,1.4168651209911287,immune
pseudobulk_145,ETS/2:ETS,1.5243717629928095,immune
pseudobulk_146,ETS/2:ETS,1.3046741193393194,immune
pseudobulk_147,ETS/2:ETS,1.5369811719283413,immune
pseudobulk_148,ETS/2:ETS,1.3792203041084528,immune
pseudobulk_149,ETS/2:ETS,1.4963769087335044,immune
pseudobulk_150,ETS/2:ETS,1.4997197370976167,immune
pseudobulk_151,ETS/2:ETS,1.2300858362577807,immune
pseudobulk_152,ETS/2:ETS,1.5559363844804421,immune
pseudobulk_153,ETS/2:ETS,1.4351092077558811,immune
pseudobulk_154,ETS/2:ETS,1.2149288428481624,immune
pseudobulk_155,ETS/2:ETS,1.4066992603475184,immune
pseudobulk_156,ETS/2:ETS,1.482949109748001,immune
pseudobulk_157,ETS/2:ETS,1.448491693008686,immune
pseudobulk_158,ETS/2:ETS,1.4362933529773678,immune
pseudobulk_159,ETS/2:ETS,1.4861822002567306,immune
pseudobulk_160,ETS/2:ETS,0.7404312249273014,endothelial
pseudobulk_161,ETS/2:ETS,0.7895114396233064,endothelial
pseudobulk_162,ETS/2:ETS,0.27775731837391116,epithelial
pseudobulk_163,ETS/2:ETS,0.5630241485096074,connective
pseudobulk_164,ETS/2:ETS,0.7446454052696893,connective
pseudobulk_165,ETS/2:ETS,0.40597677598270415,connective
pseudobulk_166,ETS/2:ETS,0.5828683958316061,muscle
pseudobulk_167,ETS/2:ETS,0.45698052590341437,muscle
pseudobulk_168,ETS/2:ETS,0.4621805688657293,connective
pseudobulk_169,ETS/2:ETS,0.6054666102281726,muscle
pseudobulk_170,ETS/2:ETS,0.6037260870525596,connective
pseudobulk_171,ETS/2:ETS,0.5963682400333664,connective
pseudobulk_172,ETS/2:ETS,0.45838819213531184,epithelial
pseudobulk_173,ETS/2:ETS,0.6528557418932862,connective
pseudobulk_174,ETS/2:ETS,0.5843526702847117,connective
pseudobulk_175,ETS/2:ETS,0.4766344319577866,connective
pseudobulk_176,ETS/2:ETS,0.5023618106933966,connective
pseudobulk_177,ETS/2:ETS,0.38580532579362264,connective
pseudobulk_178,ETS/2:ETS,0.5540190208121156,connective
pseudobulk_179,ETS/2:ETS,0.5467423969821498,epithelial
pseudobulk_180,ETS/2:ETS,0.605578861148383,connective
pseudobulk_181,ETS/2:ETS,0.5050856227753633,epithelial
pseudobulk_182,ETS/2:ETS,0.6014771524423801,connective
pseudobulk_183,ETS/2:ETS,0.5661482054856557,connective
pseudobulk_184,ETS/2:ETS,0.47521180416515146,connective
pseudobulk_185,ETS/2:ETS,0.47031459020035576,connective
pseudobulk_186,ETS/2:ETS,0.6228216051968002,connective
pseudobulk_187,ETS/2:ETS,0.6008942273037927,connective
pseudobulk_188,ETS/2:ETS,0.5361234594165538,connective
pseudobulk_189,ETS/2:ETS,0.5093393277838869,connective
pseudobulk_190,ETS/2:ETS,0.4860069877796568,connective
pseudobulk_191,ETS/2:ETS,0.49807949478053587,connective
pseudobulk_192,ETS/2:ETS,0.4609335670102115,connective
pseudobulk_193,ETS/2:ETS,0.5423015438991527,connective
pseudobulk_194,ETS/2:ETS,1.2419450331944923,immune
pseudobulk_195,ETS/2:ETS,1.2942963539971923,immune
pseudobulk_196,ETS/2:ETS,1.1850899590644937,immune
pseudobulk_197,ETS/2:ETS,1.2886878919962284,immune
pseudobulk_198,ETS/2:ETS,1.1996036444324951,immune
pseudobulk_199,ETS/2:ETS,1.3629791552084454,immune
pseudobulk_200,ETS/2:ETS,1.1968077351339115,immune
pseudobulk_201,ETS/2:ETS,1.2114344900473901,immune
pseudobulk_202,ETS/2:ETS,1.1720242098672273,immune
pseudobulk_203,ETS/2:ETS,1.4052101869892746,immune
pseudobulk_204,ETS/2:ETS,1.251573645509775,immune
pseudobulk_205,ETS/2:ETS,1.1331982311676212,immune
pseudobulk_206,ETS/2:ETS,1.333476116938977,immune
pseudobulk_207,ETS/2:ETS,1.3774884110316588,immune
pseudobulk_208,ETS/2:ETS,1.5199692060996264,immune
pseudobulk_209,ETS/2:ETS,1.550004711374636,immune
pseudobulk_210,ETS/2:ETS,1.544924023692142,immune
pseudobulk_211,ETS/2:ETS,1.462593339645532,immune
pseudobulk_212,ETS/2:ETS,1.3087438713991968,immune
pseudobulk_213,ETS/2:ETS,1.4195107616251286,immune
pseudobulk_214,ETS/2:ETS,1.2228443203493902,immune
pseudobulk_215,ETS/2:ETS,1.3142694572452414,immune
pseudobulk_216,ETS/2:ETS,1.266377285472113,immune
pseudobulk_217,ETS/2:ETS,1.3403271530987655,immune
pseudobulk_218,ETS/2:ETS,0.9308646238932808,epithelial
pseudobulk_219,ETS/2:ETS,0.7521297363564329,epithelial
pseudobulk_220,ETS/2:ETS,0.9521593981116848,epithelial
pseudobulk_221,ETS/2:ETS,0.9245574617379999,epithelial
pseudobulk_222,ETS/2:ETS,0.9903306076812401,epithelial
pseudobulk_223,ETS/2:ETS,0.9772431446908695,epithelial
pseudobulk_224,ETS/2:ETS,0.8895321474701587,epithelial
pseudobulk_225,ETS/2:ETS,0.938264075666661,epithelial
pseudobulk_226,ETS/2:ETS,0.9293827235505835,epithelial
pseudobulk_227,ETS/2:ETS,0.8638337673582963,epithelial
pseudobulk_228,ETS/2:ETS,0.8258026645635206,epithelial
pseudobulk_229,ETS/2:ETS,0.7948685484443517,epithelial
pseudobulk_230,ETS/2:ETS,0.620857388363215,epithelial
pseudobulk_231,ETS/2:ETS,0.9581312130503604,epithelial
pseudobulk_232,ETS/2:ETS,1.0023867392155763,epithelial
pseudobulk_233,ETS/2:ETS,0.638413172327996,epithelial
pseudobulk_234,ETS/2:ETS,0.9439692494925065,epithelial
pseudobulk_235,ETS/2:ETS,0.5984480708721045,epithelial
pseudobulk_236,ETS/2:ETS,0.7375988315907263,epithelial
pseudobulk_237,ETS/2:ETS,0.8775490594889513,epithelial
pseudobulk_238,ETS/2:ETS,0.8634500354091822,epithelial
pseudobulk_239,ETS/2:ETS,0.6979486818890972,epithelial
pseudobulk_240,ETS/2:ETS,0.7077511933093726,epithelial
pseudobulk_241,ETS/2:ETS,0.8651807865098775,epithelial
pseudobulk_242,ETS/2:ETS,0.81933579005999,epithelial
pseudobulk_243,ETS/2:ETS,0.8101885630603591,epithelial
pseudobulk_244,ETS/2:ETS,0.8072873726487115,epithelial
pseudobulk_245,ETS/2:ETS,0.7089426994643825,epithelial
pseudobulk_246,ETS/2:ETS,0.7528205502312588,epithelial
pseudobulk_247,ETS/2:ETS,0.799150419858047,epithelial
pseudobulk_248,ETS/2:ETS,0.9167673499032343,epithelial
pseudobulk_249,ETS/2:ETS,0.6993900318047919,epithelial
pseudobulk_250,ETS/2:ETS,0.7596727159689128,epithelial
pseudobulk_251,ETS/2:ETS,0.6735519645953854,epithelial
pseudobulk_252,ETS/2:ETS,0.7123784112336528,epithelial
pseudobulk_253,ETS/2:ETS,0.43353917429248734,macroglial
pseudobulk_254,ETS/2:ETS,0.7738607518695014,macroglial
pseudobulk_255,ETS/2:ETS,0.8725575273856468,endothelial
pseudobulk_256,ETS/2:ETS,0.770548688407866,macroglial
pseudobulk_257,ETS/2:ETS,0.6543200570158614,connective
pseudobulk_258,ETS/2:ETS,0.739642460634054,macroglial
pseudobulk_259,ETS/2:ETS,0.5917591705983757,macroglial
pseudobulk_260,ETS/2:ETS,0.5480712738644754,macroglial
pseudobulk_261,ETS/2:ETS,0.8098965663521037,macroglial
pseudobulk_262,ETS/2:ETS,0.4937140208203297,macroglial
pseudobulk_263,ETS/2:ETS,0.6446532327390693,pericyte
pseudobulk_264,ETS/2:ETS,0.7452860936536988,macroglial
pseudobulk_265,ETS/2:ETS,0.8819168932677665,endothelial
pseudobulk_266,ETS/2:ETS,0.5339888344969905,pericyte
pseudobulk_267,ETS/2:ETS,0.7257695030420969,macroglial
pseudobulk_268,ETS/2:ETS,0.9339921792270569,endothelial
pseudobulk_269,ETS/2:ETS,0.9702320942305911,endothelial
pseudobulk_270,ETS/2:ETS,0.5576264746196058,connective
pseudobulk_271,ETS/2:ETS,0.77856515886378,macroglial
pseudobulk_272,ETS/2:ETS,0.7720547731732902,macroglial
pseudobulk_273,ETS/2:ETS,0.8795308854896529,endothelial
pseudobulk_274,ETS/2:ETS,0.662404306436651,macroglial
pseudobulk_275,ETS/2:ETS,0.3208084323650802,neuronal
pseudobulk_276,ETS/2:ETS,0.7093683914281382,macroglial
pseudobulk_277,ETS/2:ETS,0.44760350218711653,macroglial
pseudobulk_278,ETS/2:ETS,0.6991293051250932,macroglial
pseudobulk_279,ETS/2:ETS,0.7777210601780051,macroglial
pseudobulk_280,ETS/2:ETS,0.7625545037153598,endothelial
pseudobulk_281,ETS/2:ETS,0.4191305834101471,macroglial
pseudobulk_282,ETS/2:ETS,0.7776138142798983,macroglial
pseudobulk_283,ETS/2:ETS,0.28115296236864706,macroglial
pseudobulk_284,ETS/2:ETS,0.3158265684251058,neuronal
pseudobulk_285,ETS/2:ETS,0.33893856452777527,macroglial
pseudobulk_286,ETS/2:ETS,0.29655467761403703,neuronal
pseudobulk_287,ETS/2:ETS,0.42005819282348517,macroglial
pseudobulk_288,ETS/2:ETS,0.3098057207735073,macroglial
pseudobulk_289,ETS/2:ETS,0.7359149894618849,neuronal
pseudobulk_290,ETS/2:ETS,0.7933090630103792,endothelial
pseudobulk_291,ETS/2:ETS,0.3398617565326231,neuronal
pseudobulk_292,ETS/2:ETS,0.7348420651105654,macroglial
pseudobulk_293,ETS/2:ETS,0.3127562127847311,neuronal
pseudobulk_294,ETS/2:ETS,0.41802777400880164,macroglial
pseudobulk_295,ETS/2:ETS,0.593485713885452,endothelial
pseudobulk_296,ETS/2:ETS,0.8285939326160539,endothelial
pseudobulk_297,ETS/2:ETS,0.28550036866363104,neuronal
pseudobulk_298,ETS/2:ETS,0.7420268069545226,macroglial
pseudobulk_299,ETS/2:ETS,0.7273537996807087,macroglial
pseudobulk_300,ETS/2:ETS,0.4131602383931707,macroglial
pseudobulk_301,ETS/2:ETS,0.588948407152197,pericyte
pseudobulk_302,ETS/2:ETS,0.7241784504149062,endothelial
pseudobulk_303,ETS/2:ETS,0.4275026395043778,macroglial
pseudobulk_304,ETS/2:ETS,0.5296221065800586,macroglial
pseudobulk_305,ETS/2:ETS,0.7547294680844012,endothelial
pseudobulk_306,ETS/2:ETS,0.41352323427417625,macroglial
pseudobulk_307,ETS/2:ETS,0.3138771232843239,macroglial
pseudobulk_308,ETS/2:ETS,0.9369769622426195,endothelial
pseudobulk_309,ETS/2:ETS,0.5532635861854895,macroglial
pseudobulk_310,ETS/2:ETS,0.4652583474307863,macroglial
pseudobulk_311,ETS/2:ETS,0.46883150318171424,macroglial
pseudobulk_312,ETS/2:ETS,0.47391734254051293,macroglial
pseudobulk_313,ETS/2:ETS,0.4804727570735808,macroglial
pseudobulk_314,ETS/2:ETS,0.7552836309623625,endothelial
pseudobulk_315,ETS/2:ETS,0.7329350766158265,connective
pseudobulk_316,ETS/2:ETS,1.4972285169642376,immune
pseudobulk_317,ETS/2:ETS,0.8247262959121094,endothelial
pseudobulk_318,ETS/2:ETS,0.8930737830087256,immune
pseudobulk_319,ETS/2:ETS,1.4217949908925172,immune
pseudobulk_320,ETS/2:ETS,1.2706713497172994,immune
pseudobulk_321,ETS/2:ETS,0.9782335449126499,endothelial
pseudobulk_322,ETS/2:ETS,1.357192775991275,immune
pseudobulk_323,ETS/2:ETS,1.3339730892330361,immune
pseudobulk_324,ETS/2:ETS,1.3263672699686095,immune
pseudobulk_325,ETS/2:ETS,0.7631008076568788,connective
pseudobulk_326,ETS/2:ETS,1.1728421272127845,immune
pseudobulk_327,ETS/2:ETS,0.6976713829790196,connective
pseudobulk_328,ETS/2:ETS,0.5206788009309053,connective
pseudobulk_329,ETS/2:ETS,1.567376747378144,immune
pseudobulk_330,ETS/2:ETS,1.2814826037501867,immune
pseudobulk_331,ETS/2:ETS,1.3603484299965158,immune
pseudobulk_332,ETS/2:ETS,0.40863524087034886,connective
pseudobulk_333,ETS/2:ETS,1.424704931851006,immune
pseudobulk_334,ETS/2:ETS,1.4500761525705412,immune
pseudobulk_335,ETS/2:ETS,0.8560392014624038,immune
pseudobulk_336,ETS/2:ETS,1.0854311684379305,immune
pseudobulk_337,ETS/2:ETS,0.8603168649424285,endothelial
pseudobulk_338,ETS/2:ETS,0.6484983508162213,connective
pseudobulk_339,ETS/2:ETS,1.3457945652189616,immune
pseudobulk_340,ETS/2:ETS,0.8033158664256866,endothelial
pseudobulk_341,ETS/2:ETS,1.4644433757057365,immune
pseudobulk_342,ETS/2:ETS,0.7369721750146663,connective
pseudobulk_343,ETS/2:ETS,0.8461185688211073,connective
pseudobulk_344,ETS/2:ETS,0.7189723267801991,connective
pseudobulk_345,ETS/2:ETS,1.0548535885754924,immune
pseudobulk_346,ETS/2:ETS,0.9338083713664612,immune
pseudobulk_347,ETS/2:ETS,1.0393691294593688,immune
pseudobulk_348,ETS/2:ETS,1.0520128080970563,immune
pseudobulk_349,ETS/2:ETS,1.1204242563690012,immune
pseudobulk_350,ETS/2:ETS,1.2429530204972206,immune
pseudobulk_351,ETS/2:ETS,0.6666695019375725,endothelial
pseudobulk_352,ETS/2:ETS,1.4199469233863011,immune
pseudobulk_353,ETS/2:ETS,0.7397139625973019,connective
pseudobulk_354,ETS/2:ETS,1.4822513839462728,immune
pseudobulk_355,ETS/2:ETS,1.3295061027165453,immune
pseudobulk_356,ETS/2:ETS,0.7815628621829043,immune
pseudobulk_357,ETS/2:ETS,0.5303183135983952,connective
pseudobulk_358,ETS/2:ETS,0.8533716773963489,endothelial
pseudobulk_359,ETS/2:ETS,1.2975336315575943,immune
pseudobulk_360,ETS/2:ETS,1.3407745818840298,immune
pseudobulk_361,ETS/2:ETS,1.1765798224951092,immune
pseudobulk_362,ETS/2:ETS,0.6824434598674952,connective
pseudobulk_363,ETS/2:ETS,1.5277518561342678,immune
pseudobulk_364,ETS/2:ETS,1.2967430778080555,immune
pseudobulk_365,ETS/2:ETS,1.189283043844621,immune
pseudobulk_366,ETS/2:ETS,1.0876604787335917,immune
pseudobulk_367,ETS/2:ETS,0.7813685292494436,connective
pseudobulk_368,ETS/2:ETS,0.8409458247479005,endothelial
pseudobulk_369,ETS/2:ETS,1.083186236559409,immune
pseudobulk_370,ETS/2:ETS,1.1878197753103403,immune
pseudobulk_371,ETS/2:ETS,0.7578704946208694,endothelial
pseudobulk_372,ETS/2:ETS,0.6262298089131897,immune
pseudobulk_373,ETS/2:ETS,1.021656564320433,immune
pseudobulk_374,ETS/2:ETS,0.7146230920916375,connective
pseudobulk_375,ETS/2:ETS,0.7485341406136238,connective
pseudobulk_376,ETS/2:ETS,1.3594040718162383,immune
pseudobulk_377,ETS/2:ETS,1.2665268459822934,immune
pseudobulk_378,ETS/2:ETS,0.8312970410915975,connective
pseudobulk_379,ETS/2:ETS,1.4154319379012987,immune
pseudobulk_380,ETS/2:ETS,1.3437336470233232,immune
pseudobulk_381,ETS/2:ETS,1.3278404985321637,immune
pseudobulk_382,ETS/2:ETS,1.3185348964179817,immune
pseudobulk_383,ETS/2:ETS,0.7635875826963405,connective
pseudobulk_384,ETS/2:ETS,0.6850157093722328,connective
pseudobulk_385,ETS/2:ETS,0.993343377078413,immune
pseudobulk_386,ETS/2:ETS,0.8498261255735953,immune
pseudobulk_387,ETS/2:ETS,0.6122652008270915,connective
pseudobulk_388,ETS/2:ETS,0.6920564289030099,connective
pseudobulk_389,ETS/2:ETS,0.6739722177080647,connective
pseudobulk_390,ETS/2:ETS,0.6368727748558692,connective
pseudobulk_391,ETS/2:ETS,1.0724711398943276,immune
pseudobulk_392,ETS/2:ETS,1.0416140361921813,immune
pseudobulk_393,ETS/2:ETS,0.7927957555366403,immune
pseudobulk_394,ETS/2:ETS,0.6205346377973864,pericyte
pseudobulk_395,ETS/2:ETS,0.7840710082236872,immune
pseudobulk_396,ETS/2:ETS,0.7089052867668166,connective
pseudobulk_397,ETS/2:ETS,0.7393188656133085,connective
pseudobulk_398,ETS/2:ETS,1.430390519555654,immune
pseudobulk_399,ETS/2:ETS,0.6346303236787164,connective
pseudobulk_400,ETS/2:ETS,0.6652618460648181,endothelial
pseudobulk_401,ETS/2:ETS,1.3171313875936859,immune
pseudobulk_402,ETS/2:ETS,1.357370355282905,immune
pseudobulk_403,ETS/2:ETS,1.205532931140619,immune
pseudobulk_404,ETS/2:ETS,0.5151121813141748,connective
pseudobulk_405,ETS/2:ETS,1.1549095433438148,immune
pseudobulk_406,ETS/2:ETS,0.666706924705063,connective
pseudobulk_407,ETS/2:ETS,0.7370732215058472,connective
pseudobulk_408,ETS/2:ETS,1.1681784415850367,immune
pseudobulk_409,ETS/2:ETS,1.2347611599834591,immune
pseudobulk_410,ETS/2:ETS,0.9139764643041369,endothelial
pseudobulk_411,ETS/2:ETS,1.0891362031688865,immune
pseudobulk_412,ETS/2:ETS,0.7524260392660791,connective
pseudobulk_413,ETS/2:ETS,0.721522463005381,connective
pseudobulk_414,ETS/2:ETS,1.003877198207187,immune
pseudobulk_415,ETS/2:ETS,0.6397309138847,endothelial
pseudobulk_416,ETS/2:ETS,1.1550161936611354,immune
pseudobulk_417,ETS/2:ETS,1.0343980517063711,immune
pseudobulk_418,ETS/2:ETS,1.0368220339296341,immune
pseudobulk_419,ETS/2:ETS,1.114239420334338,immune
pseudobulk_420,ETS/2:ETS,0.7817241503507782,endothelial
pseudobulk_421,ETS/2:ETS,1.0356452550040514,immune
pseudobulk_422,ETS/2:ETS,0.5132612780798764,endothelial
pseudobulk_423,ETS/2:ETS,1.0480346528347544,immune
pseudobulk_424,ETS/2:ETS,1.1877232439583119,immune
pseudobulk_425,ETS/2:ETS,1.1044324241229293,immune
pseudobulk_426,ETS/2:ETS,1.4960601844359145,immune
pseudobulk_427,ETS/2:ETS,1.3490322137949944,immune
pseudobulk_428,ETS/2:ETS,0.986223544728996,immune
pseudobulk_429,ETS/2:ETS,1.2564625112572636,immune
pseudobulk_430,ETS/2:ETS,1.2426210074336224,immune
pseudobulk_431,ETS/2:ETS,0.815208881249414,endothelial
pseudobulk_432,ETS/2:ETS,0.9793949124286829,immune
pseudobulk_433,ETS/2:ETS,1.235889112809668,immune
pseudobulk_434,ETS/2:ETS,1.1312120310030829,immune
pseudobulk_435,ETS/2:ETS,0.7002766565419686,connective
pseudobulk_436,ETS/2:ETS,1.0565970881143532,immune
pseudobulk_437,ETS/2:ETS,0.96613392210565,immune
pseudobulk_438,ETS/2:ETS,1.253920885501425,immune
pseudobulk_439,ETS/2:ETS,1.1086765076033724,immune
pseudobulk_440,ETS/2:ETS,0.9012710203678531,immune
pseudobulk_441,ETS/2:ETS,0.607550165062998,endothelial
pseudobulk_442,ETS/2:ETS,0.8283040098940493,connective
pseudobulk_443,ETS/2:ETS,0.853065815157602,connective
pseudobulk_444,ETS/2:ETS,0.8324469422805074,endothelial
